dataset,query,num_snippets,file_path,span_start,span_end,answer,snippets_json
contractnli,"Consider WECC's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?",2,contractnli/WECC_Confidentiality_Agreement.txt,1618,1758,"b. Data Recipient agrees to not make available, disclose, provide or communicate Non-Public Information to any entity or individual, except:","[{""file_path"": ""contractnli/WECC_Confidentiality_Agreement.txt"", ""span"": [1618, 1758], ""answer"": ""b. Data Recipient agrees to not make available, disclose, provide or communicate Non-Public Information to any entity or individual, except:""}, {""file_path"": ""contractnli/WECC_Confidentiality_Agreement.txt"", ""span"": [2104, 2408], ""answer"": ""ii. Contractors of Data Recipient who (1) have signed a non-disclosure agreement that covers the Non-Public Information and is at least as restrictive as this Agreement, and (2) need the Non-Public Information for the work being performed subject to the limitation on Market Sensitive Information below. ""}]"
contractnli,Consider the Mutual Non-Disclosure Agreement between Wayne Fueling Systems and Unknown Party; Does the document state that Confidential Information shall only include technical information?,1,contractnli/wayne-fueling-systems-mutual-non-disclosure-agreement-final.txt,968,1267,"Confidential Information also includes, but is not limited to, personal data as defined in this Agreement or by applicable law, whichever is broader, and personal data shall not be required to be marked “Confidential” or “Proprietary” to be treated as Confidential Information under this Agreement. ","[{""file_path"": ""contractnli/wayne-fueling-systems-mutual-non-disclosure-agreement-final.txt"", ""span"": [968, 1267], ""answer"": ""Confidential Information also includes, but is not limited to, personal data as defined in this Agreement or by applicable law, whichever is broader, and personal data shall not be required to be marked \u201cConfidential\u201d or \u201cProprietary\u201d to be treated as Confidential Information under this Agreement. ""}]"
contractnli,"Consider the Mutual Non-Disclosure Agreement between Inventor and Product Development Experts, Inc.; Does the document allow verbally conveyed information to be considered as Confidential Information?",1,contractnli/Mutual-Non-Disclosure-Agreement-Inventor-Product-Development-Experts-Inc..txt,728,1482,"""Confidential Information"" means any information disclosed by either party to the other party, either directly or indirectly, in writing, orally or by inspection of tangible objects, including without limitation documents, prototypes, samples, plant and equipment, research, product plans, products, services, customer lists, software, developments, inventions, processes, designs, drawings, engineering, hardware configuration, marketing materials or finances, which is designated as ""Confidential,"" ""Proprietary"" or some similar designation. Information communicated orally shall be considered Confidential Information if such information is confirmed in writing as being Confidential Information within a reasonable time after the initial disclosure. ","[{""file_path"": ""contractnli/Mutual-Non-Disclosure-Agreement-Inventor-Product-Development-Experts-Inc..txt"", ""span"": [728, 1482], ""answer"": ""\""Confidential Information\"" means any information disclosed by either party to the other party, either directly or indirectly, in writing, orally or by inspection of tangible objects, including without limitation documents, prototypes, samples, plant and equipment, research, product plans, products, services, customer lists, software, developments, inventions, processes, designs, drawings, engineering, hardware configuration, marketing materials or finances, which is designated as \""Confidential,\"" \""Proprietary\"" or some similar designation. Information communicated orally shall be considered Confidential Information if such information is confirmed in writing as being Confidential Information within a reasonable time after the initial disclosure. ""}]"
contractnli,Consider RROI's Confidentiality Agreement; Does the document permit the Receiving Party to create a copy of some Confidential Information under certain circumstances?,3,contractnli/RROI_Confidentiality_Agreement_Final.txt,4774,4871,2. Only for Intended Purpose: The Recipient agrees and shall cause its Representatives to agree: ,"[{""file_path"": ""contractnli/RROI_Confidentiality_Agreement_Final.txt"", ""span"": [4774, 4871], ""answer"": ""2. Only for Intended Purpose: The Recipient agrees and shall cause its Representatives to agree: ""}, {""file_path"": ""contractnli/RROI_Confidentiality_Agreement_Final.txt"", ""span"": [5193, 5346], ""answer"": ""(iv) not copy or reproduce any written materials comprising a part of the Evaluation Material, without the prior written consent of the Disclosing Party.""}, {""file_path"": ""contractnli/RROI_Confidentiality_Agreement_Final.txt"", ""span"": [7348, 7500], ""answer"": ""Furthermore, it is acknowledged that the Recipient\u2019s computer system may automatically back-up Evaluation Material disclosed to it under the Agreement. ""}]"
contractnli,Consider Excelerate's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,1,contractnli/ExcelerateStandardNDAFormat.txt,4770,5571,"7. Notwithstanding anything to the contrary in Paragraph 4 hereof, Proprietary Information may be disclosed by a receiving Party to those of its employees and consultants who require knowledge thereof in connection with their duties in conducting the aforesaid purpose of this Agreement and who are obligated by written agreement to hold such Proprietary Information in confidence and restrict its use consistent with the receiving Party's obligations under this Agreement; and Proprietary Information may be disclosed to a legislative, judicial, or regulatory body requiring its disclosure, provided that, prior to such disclosure, the receiving Party has notified the disclosing Party of the requirement with an opportunity for the disclosing Party to object or seek an appropriate protective order.","[{""file_path"": ""contractnli/ExcelerateStandardNDAFormat.txt"", ""span"": [4770, 5571], ""answer"": ""7. Notwithstanding anything to the contrary in Paragraph 4 hereof, Proprietary Information may be disclosed by a receiving Party to those of its employees and consultants who require knowledge thereof in connection with their duties in conducting the aforesaid purpose of this Agreement and who are obligated by written agreement to hold such Proprietary Information in confidence and restrict its use consistent with the receiving Party's obligations under this Agreement; and Proprietary Information may be disclosed to a legislative, judicial, or regulatory body requiring its disclosure, provided that, prior to such disclosure, the receiving Party has notified the disclosing Party of the requirement with an opportunity for the disclosing Party to object or seek an appropriate protective order.""}]"
contractnli,Consider Sony Pictures Television's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,1,contractnli/Sony%20Pictures%20Television%20NDA%20(Executed).txt,1054,1935,"1. Definition of Confidential Information. “Confidential Information” shall mean all information disclosed, directly or indirectly, through any means of communication or observation, by or on behalf of one party hereto (the ""Disclosing Party"") to the other party hereto (the ""Receiving Party"") on or after the date hereof, that relates to or is derived from the Disclosing Party’s business, strategic, marketing, technological or creative affairs, or to any other matter that the Receiving Party is advised or has reason to know is the confidential or proprietary information of the Disclosing Party. Any material provided by either party to the other which is clearly designated ""Confidential"" (or other similar legend) will be presumed to be Confidential Information; the absence of any such legend, however, will not preclude the same from being deemed Confidential Information.","[{""file_path"": ""contractnli/Sony%20Pictures%20Television%20NDA%20(Executed).txt"", ""span"": [1054, 1935], ""answer"": ""1. Definition of Confidential Information. \u201cConfidential Information\u201d shall mean all information disclosed, directly or indirectly, through any means of communication or observation, by or on behalf of one party hereto (the \""Disclosing Party\"") to the other party hereto (the \""Receiving Party\"") on or after the date hereof, that relates to or is derived from the Disclosing Party\u2019s business, strategic, marketing, technological or creative affairs, or to any other matter that the Receiving Party is advised or has reason to know is the confidential or proprietary information of the Disclosing Party. Any material provided by either party to the other which is clearly designated \""Confidential\"" (or other similar legend) will be presumed to be Confidential Information; the absence of any such legend, however, will not preclude the same from being deemed Confidential Information.""}]"
contractnli,Consider ROI Corporation's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,1,contractnli/NDA-ROI-Corporation.txt,2435,2723,The Receiving Party shall take all practical steps to keep the Disclosing Party’s Confidential Information confidential and shall restrict access to the Confidential Information to those agents and professional advisers to whom disclosure is necessary in pursuit of the Approved Purpose. ,"[{""file_path"": ""contractnli/NDA-ROI-Corporation.txt"", ""span"": [2435, 2723], ""answer"": ""The Receiving Party shall take all practical steps to keep the Disclosing Party\u2019s Confidential Information confidential and shall restrict access to the Confidential Information to those agents and professional advisers to whom disclosure is necessary in pursuit of the Approved Purpose. ""}]"
contractnli,"Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?",1,contractnli/DoiT-ICN-NonDisclosure-Agreement.txt,829,1111,"Vendor shall restrict disclosure of such CONFIDENTIAL INFORMATION to its employees with a need to know (and advise such employees of the obligations assumed herein), and shall not disclose such CONFIDENTIAL INFORMATION to any third party without prior written approval of the State.","[{""file_path"": ""contractnli/DoiT-ICN-NonDisclosure-Agreement.txt"", ""span"": [829, 1111], ""answer"": ""Vendor\u00a0shall\u00a0restrict\u00a0disclosure\u00a0of\u00a0such\u00a0CONFIDENTIAL\u00a0INFORMATION\u00a0to\u00a0its\u00a0employees\u00a0with\u00a0a need\u00a0to\u00a0know\u00a0(and\u00a0advise\u00a0such\u00a0employees\u00a0of\u00a0the\u00a0obligations\u00a0assumed\u00a0herein),\u00a0and\u00a0shall\u00a0not\u00a0disclose\u00a0such CONFIDENTIAL\u00a0INFORMATION\u00a0to\u00a0any\u00a0third\u00a0party\u00a0without\u00a0prior\u00a0written\u00a0approval\u00a0of\u00a0the\u00a0State.""}]"
contractnli,Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,1,contractnli/DoiT-ICN-NonDisclosure-Agreement.txt,2479,2887,"5. The obligations of this Agreement with respect to the disclosure and use of CONFIDENTIAL INFORMATION shall survive for a period of three (3) years from the date of last disclosure.
6. The parties recognize and agree that the obligations under paragraphs 1 and 6 of this Agreement shall survive the termination of this Agreement, and the parties shall be bound by such obligations after termination hereof.","[{""file_path"": ""contractnli/DoiT-ICN-NonDisclosure-Agreement.txt"", ""span"": [2479, 2887], ""answer"": ""5. The\u00a0obligations\u00a0of\u00a0this\u00a0Agreement\u00a0with\u00a0respect\u00a0to\u00a0the\u00a0disclosure\u00a0and\u00a0use\u00a0of\u00a0CONFIDENTIAL\u00a0INFORMATION\u00a0shall survive\u00a0for\u00a0a\u00a0period\u00a0of\u00a0three\u00a0(3)\u00a0years\u00a0from\u00a0the\u00a0date\u00a0of\u00a0last\u00a0disclosure.\n6. The\u00a0parties\u00a0recognize\u00a0and\u00a0agree\u00a0that\u00a0the\u00a0obligations\u00a0under\u00a0paragraphs\u00a01\u00a0and\u00a06\u00a0of\u00a0this\u00a0Agreement\u00a0shall\u00a0survive\u00a0the termination\u00a0of\u00a0this\u00a0Agreement,\u00a0and\u00a0the\u00a0parties\u00a0shall\u00a0be\u00a0bound\u00a0by\u00a0such\u00a0obligations\u00a0after\u00a0termination\u00a0hereof.""}]"
contractnli,Consider FNHA's Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,1,contractnli/FNHA-2019RFP-02-NDA-form.txt,933,1448,"1. Definition. ""Confidential Information"" means any information identified as confidential by the FNHA that is part of the FNHA’s request for proposal number 2019RFP-02, Architectural & Design Team Consultants for Metro Vancouver Office Project (“RFP”) whether in oral, written electronic or any other form or medium whatsoever, including but not limited to Appendix B of the RFP, questions answered or information disclosed by FNHA related to confidential aspects of the RFP or discussions held related to the RFP.","[{""file_path"": ""contractnli/FNHA-2019RFP-02-NDA-form.txt"", ""span"": [933, 1448], ""answer"": ""1. Definition. \""Confidential Information\"" means any information identified as confidential by the FNHA that is part of the FNHA\u2019s request for proposal number 2019RFP-02, Architectural & Design Team Consultants for Metro Vancouver Office Project (\u201cRFP\u201d) whether in oral, written electronic or any other form or medium whatsoever, including but not limited to Appendix B of the RFP, questions answered or information disclosed by FNHA related to confidential aspects of the RFP or discussions held related to the RFP.""}]"
contractnli,Consider JBF's Non-Disclosure Agreement; Does the document permit the Receiving Party to retain some Confidential Information even after its return or destruction?,1,contractnli/JBF_NDA_rev-2017033-1.txt,5665,6059,"7. The Receiving Party shall upon request immediately return to the Disclosing Party or destroy, as directed by the Disclosing Party, the Confidential Information and all copies thereof in any form whatsoever under the power or control of the Receiving Party or its Representatives and immediately destroy all compilations, analysis or derivative work relating to the Confidential Information. ","[{""file_path"": ""contractnli/JBF_NDA_rev-2017033-1.txt"", ""span"": [5665, 6059], ""answer"": ""7. The Receiving Party shall upon request immediately return to the Disclosing Party or destroy, as directed by the Disclosing Party, the Confidential Information and all copies thereof in any form whatsoever under the power or control of the Receiving Party or its Representatives and immediately destroy all compilations, analysis or derivative work relating to the Confidential Information. ""}]"
contractnli,"Consider Kenway's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?",2,contractnli/Kenway-NDA-Form-Blank.txt,4259,4364,"“Representative”: means employees, agents, officers, advisers and other representatives of the Recipient.","[{""file_path"": ""contractnli/Kenway-NDA-Form-Blank.txt"", ""span"": [4259, 4364], ""answer"": ""\u201cRepresentative\u201d: means employees, agents, officers, advisers and other representatives of the Recipient.""}, {""file_path"": ""contractnli/Kenway-NDA-Form-Blank.txt"", ""span"": [6525, 6710], ""answer"": ""The Recipient may disclose the Disclosing Party's Confidential Information to those of its Representatives who need to know this Confidential Information for the Purpose, provided that:""}]"
contractnli,Consider Oceaneering's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,1,contractnli/oceaneering-non-disclosure-agreement.txt,1468,1755,"2. With respect to all Confidential Information disclosed hereunder, Recipient agrees that from and after the date of this Agreement, Recipient shall not:
a. use the Confidential Information except for purposes of its business relationship with Oceaneering (the “Authorized Purpose”); or","[{""file_path"": ""contractnli/oceaneering-non-disclosure-agreement.txt"", ""span"": [1468, 1755], ""answer"": ""2. With respect to all Confidential Information disclosed hereunder, Recipient agrees that from and after the date of this Agreement, Recipient shall not:\na. use the Confidential Information except for purposes of its business relationship with Oceaneering (the \u201cAuthorized Purpose\u201d); or""}]"
contractnli,Consider Axial's Non-Disclosure Agreement; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,1,contractnli/Standard%20NDA%20by%20Axial.txt,6508,7114,"Upon the expiration or termination of this Agreement, or at the Disclosing Party's request at any time during the term of this Agreement, the Recipient and its Representatives shall promptly return to the Disclosing Party all copies, whether in written, electronic or other form or media, of the Disclosing Party's Confidential Information, or destroy all such copies and confirm the same in writing to the Disclosing Party; provided, that the Recipient and its Representatives may retain such Confidential Information as is necessary to enable it to comply with its reasonable document retention policies.","[{""file_path"": ""contractnli/Standard%20NDA%20by%20Axial.txt"", ""span"": [6508, 7114], ""answer"": ""Upon the expiration or termination of this Agreement, or at the Disclosing Party's request at any time during the term of this Agreement, the Recipient and its Representatives shall promptly return to the Disclosing Party all copies, whether in written, electronic or other form or media, of the Disclosing Party's Confidential Information, or destroy all such copies and confirm the same in writing to the Disclosing Party; provided, that the Recipient and its Representatives may retain such Confidential Information as is necessary to enable it to comply with its reasonable document retention policies.""}]"
contractnli,Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,1,contractnli/DoiT-ICN-NonDisclosure-Agreement.txt,2270,2403,3. All CONFIDENTIAL INFORMATION furnished hereunder shall be returned at the conclusion of each meeting between Vendor and the State.,"[{""file_path"": ""contractnli/DoiT-ICN-NonDisclosure-Agreement.txt"", ""span"": [2270, 2403], ""answer"": ""3. All\u00a0CONFIDENTIAL\u00a0INFORMATION\u00a0furnished\u00a0hereunder\u00a0shall\u00a0be\u00a0returned\u00a0at\u00a0the\u00a0conclusion\u00a0of\u00a0each\u00a0meeting\u00a0between Vendor\u00a0and\u00a0the\u00a0State.""}]"
contractnli,Consider the Mutual Non-Disclosure Agreement between Roundhouse and Creative; Does the document allow the Receiving Party to share some Confidential Information with their employees?,1,contractnli/Roundhouse-Creative-Mutual-NDA.txt,2378,2650,"The Recipient shall ensure that each of its employees, officers, directors, or agents who has access to Confidential Information disclosed under this Agreement is informed of its proprietary and confidential nature and is required to abide by the terms of this Agreement. ","[{""file_path"": ""contractnli/Roundhouse-Creative-Mutual-NDA.txt"", ""span"": [2378, 2650], ""answer"": ""The Recipient shall ensure that each of its employees, officers, directors, or agents who has access to Confidential Information disclosed under this Agreement is informed of its proprietary and confidential nature and is required to abide by the terms of this Agreement. ""}]"
contractnli,Consider Inaturals's Non-Disclosure Agreement; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,2,contractnli/Inaturals_NDA.txt,1496,1579,The obligation of confidentiality and non-use shall not apply to information which:,"[{""file_path"": ""contractnli/Inaturals_NDA.txt"", ""span"": [1496, 1579], ""answer"": ""The obligation of confidentiality and non-use shall not apply to information which:""}, {""file_path"": ""contractnli/Inaturals_NDA.txt"", ""span"": [1950, 2201], ""answer"": ""c) Information received by either party from a third party which, to the receiving party\u2019s knowledge, was not under an obligation to maintain the confidentiality of the information and did not acquire such information from either Client or Company, or""}]"
contractnli,Consider the Mutual Non-Disclosure Agreement between thoughtbot and Unknown Party; Does the document permit the Receiving Party to create a copy of some Confidential Information under certain circumstances?,1,contractnli/thoughtbot-mutual-nda.txt,3151,3302,The Receiving Party shall not make any cop-ies of Confidential Information unless the same are previously approved in writing by the Disclosing Party. ,"[{""file_path"": ""contractnli/thoughtbot-mutual-nda.txt"", ""span"": [3151, 3302], ""answer"": ""The Receiving Party shall not make any cop-ies of Confidential Information unless the same are previously approved in writing by the Disclosing Party. ""}]"
contractnli,Consider the Confidentiality Agreement between Tazza and CAFFE; Does the document state that Confidential Information shall only include technical information?,3,contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt,2930,3147,"(b) “Confidential information” refers to and encompasses any information acquired or received by the potential Franchisee from or concerning the Franchisor, including, without limiting the generality of the foregoing:","[{""file_path"": ""contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt"", ""span"": [2930, 3147], ""answer"": ""(b) \u201cConfidential information\u201d refers to and encompasses any information acquired or received by the potential Franchisee from or concerning the Franchisor, including, without limiting the generality of the foregoing:""}, {""file_path"": ""contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt"", ""span"": [3336, 3411], ""answer"": ""iii. any financial information concerning the Franchise and the Franchisor;""}, {""file_path"": ""contractnli/Tazza-CAFFE-Confidentiality-Agreement.txt"", ""span"": [5018, 5456], ""answer"": ""All documents, letters, reports, protocols, notes, journals, drawings, plans, maps, sketches, spreadsheets, data, and any other written material, correspondence, archive, or e-mail (including any electronic material) containing confidential information, as well as any copies of these materials, must be returned by the potential Franchisee upon written request to do so from the Franchisor or at any time at the Franchisor\u2019s discretion. ""}]"
contractnli,Consider the Non-Disclosure Agreement between Stony Hill and Buyer; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,1,contractnli/stony_hill_buyer_nda.txt,2718,3038,"(f) If Buyer decides does not purchase the Business, Buyer will promptly return to Broker all Information previously furnished by Broker or Seller, including any and all reproductions of same, and further, shall destroy any and all analyses, compilations or other material that incorporates any part of said Information.","[{""file_path"": ""contractnli/stony_hill_buyer_nda.txt"", ""span"": [2718, 3038], ""answer"": ""(f) If Buyer decides does not purchase the Business, Buyer will promptly return to Broker all Information previously furnished by Broker or Seller, including any and all reproductions of same, and further, shall destroy any and all analyses, compilations or other material that incorporates any part of said Information.""}]"
contractnli,Consider ROI Corporation's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,3,contractnli/NDA-ROI-Corporation.txt,529,666,"For the purposes of this Agreement, “Confidential Information” shall mean information that is used in Disclosing Party's business and is:","[{""file_path"": ""contractnli/NDA-ROI-Corporation.txt"", ""span"": [529, 666], ""answer"": ""For the purposes of this Agreement, \u201cConfidential Information\u201d shall mean information that is used in Disclosing Party's business and is:""}, {""file_path"": ""contractnli/NDA-ROI-Corporation.txt"", ""span"": [922, 1284], ""answer"": ""(iii) designated as Confidential Information by Disclosing Party, or from all the relevant circumstances should reasonably be assumed by Receiving Party to be confidential and proprietary to Disclosing Party including information and documentation clearly and conspicuously marked with a legend identifying its Confidential, Classified and Proprietary in nature:""}, {""file_path"": ""contractnli/NDA-ROI-Corporation.txt"", ""span"": [3269, 4297], ""answer"": ""In addition, the Receiving Party acknowledges that the following specific Confidential Information, namely:\nKnowledge of the identity of the Disclosing Party, coupled with the fact that that the Disclosing Party\u2019s practice(s) are for sale, or that the Disclosing Party has commissioned appraisal(s) for the possible sale of same would, if disclosed by the Receiving Party and such information thereby came to the knowledge of STAFF (either employees or associates) of the practices, cause significant damages to the Disclosing Party though departure of STAFF and/or Patients, which damages would be difficult to quantify. Accordingly, Receiving Party acknowledges that a breach of this confidentiality agreement with respect to this specific Confidential Information which results in such information becoming known to STAFF and/or Patients will entitle Disclosing Party to liquidated damages in the sum of $250,000.00, it being expressly understood and agreed that such sum is a genuine pre-estimate of damages and not penalty.""}]"
